"Time (s)","Illuminance (lx)"
5.699003256E2,5.000000000E0
5.699409649E2,3.000000000E0
5.700603212E2,5.000000000E0
5.702203867E2,7.000000000E0
5.704604713E2,5.000000000E0
5.705805462E2,3.000000000E0
5.706203267E2,5.000000000E0
5.706610067E2,7.000000000E0
5.733805803E2,5.000000000E0
5.735409541E2,7.000000000E0
6.012998587E2,6.000000000E0
6.013398852E2,5.000000000E0
6.015000323E2,7.000000000E0
6.113403532E2,6.000000000E0
6.113802800E2,7.000000000E0
6.115003099E2,6.000000000E0
6.116602850E2,7.000000000E0
6.121809844E2,6.000000000E0
6.122202950E2,4.000000000E0
6.123003308E2,6.000000000E0
6.124209945E2,7.000000000E0
6.128603025E2,5.000000000E0
6.129802852E2,3.000000000E0
6.130203126E2,5.000000000E0
6.131410000E2,7.000000000E0
6.137403225E2,5.000000000E0
6.138203640E2,3.000000000E0
6.139803524E2,5.000000000E0
6.140203000E2,7.000000000E0
6.146600292E2,5.000000000E0
6.146999000E2,3.000000000E0
6.148205501E2,5.000000000E0
6.148999179E2,3.000000000E0
6.149398818E2,1.000000000E0
6.149798665E2,3.000000000E0
6.150201243E2,5.000000000E0
6.150606009E2,3.000000000E0
6.150998828E2,5.000000000E0
6.152201545E2,7.000000000E0
6.154998816E2,5.000000000E0
6.155407874E2,3.000000000E0
6.157399179E2,5.000000000E0
6.157807567E2,3.000000000E0
6.160205653E2,5.000000000E0
6.161000877E2,7.000000000E0
6.164200581E2,5.000000000E0
6.165799050E2,6.000000000E0
6.166199415E2,4.000000000E0
6.168198773E2,2.000000000E0
6.168598908E2,1.000000000E0
6.168998979E2,0.000000000E0
6.169400517E2,1.000000000E0
6.170999067E2,3.000000000E0
6.171398984E2,5.000000000E0
6.172205557E2,7.000000000E0
6.172999631E2,5.000000000E0
6.173798807E2,7.000000000E0
6.181805634E2,5.000000000E0
6.182200219E2,3.000000000E0
6.182998834E2,1.000000000E0
6.184598908E2,0.000000000E0
6.184998603E2,1.000000000E0
6.185798695E2,3.000000000E0
6.186198800E2,5.000000000E0
6.187399126E2,7.000000000E0
6.191800898E2,5.000000000E0
6.192599052E2,3.000000000E0
6.192998794E2,1.000000000E0
6.193399021E2,3.000000000E0
6.194199124E2,1.000000000E0
6.194598920E2,3.000000000E0
6.194998976E2,5.000000000E0
6.196205470E2,7.000000000E0
6.201005143E2,6.000000000E0
6.201398855E2,4.000000000E0
6.201798682E2,6.000000000E0
6.202200565E2,7.000000000E0
6.202598420E2,6.000000000E0
6.202998646E2,4.000000000E0
6.204198771E2,5.000000000E0
6.204600935E2,7.000000000E0
6.208205357E2,5.000000000E0
6.210607122E2,7.000000000E0
6.221398794E2,5.000000000E0
6.221798840E2,7.000000000E0
6.222998744E2,5.000000000E0
6.226198960E2,7.000000000E0
6.230598756E2,6.000000000E0
6.231398636E2,4.000000000E0
6.232207193E2,2.000000000E0
6.232598864E2,1.000000000E0
6.233798799E2,3.000000000E0
6.234198962E2,5.000000000E0
6.235398858E2,7.000000000E0
6.237402710E2,5.000000000E0
6.238200092E2,3.000000000E0
6.239407913E2,1.000000000E0
6.240198581E2,3.000000000E0
6.240998360E2,5.000000000E0
6.241398723E2,7.000000000E0
6.242198895E2,5.000000000E0
6.245403420E2,7.000000000E0
6.246609621E2,5.000000000E0
6.247003055E2,7.000000000E0
6.247403303E2,5.000000000E0
6.247803110E2,3.000000000E0
6.248603368E2,1.000000000E0
6.249403020E2,0.000000000E0
6.249803083E2,1.000000000E0
6.251002858E2,3.000000000E0
6.251409648E2,1.000000000E0
6.254203040E2,0.000000000E0
6.255002935E2,1.000000000E0
6.257403685E2,3.000000000E0
6.257802888E2,5.000000000E0
6.258202852E2,3.000000000E0
6.260603520E2,1.000000000E0
6.261403080E2,3.000000000E0
6.261802960E2,5.000000000E0
6.262205888E2,7.000000000E0
6.265002797E2,6.000000000E0
6.265809919E2,4.000000000E0
6.267003187E2,6.000000000E0
6.267403187E2,4.000000000E0
6.267803245E2,6.000000000E0
6.268209723E2,5.000000000E0
6.269003200E2,7.000000000E0
6.269405036E2,5.000000000E0
6.271003817E2,3.000000000E0
6.271403415E2,5.000000000E0
6.272602966E2,7.000000000E0
6.273403514E2,5.000000000E0
6.273803206E2,7.000000000E0
6.275803329E2,5.000000000E0
6.276603055E2,6.000000000E0
6.277004747E2,4.000000000E0
6.277403174E2,2.000000000E0
6.278205116E2,1.000000000E0
6.278602977E2,2.000000000E0
6.279803141E2,3.000000000E0
6.280209645E2,5.000000000E0
6.281403497E2,7.000000000E0
6.281803350E2,5.000000000E0
6.283403504E2,3.000000000E0
6.284204658E2,1.000000000E0
6.285009430E2,3.000000000E0
6.286604578E2,5.000000000E0
6.287004972E2,7.000000000E0
6.289002993E2,5.000000000E0
6.289404500E2,3.000000000E0
